posCode	x	y	z	wx	wy	wz	AreaFactor	NumberFactor	wx/wz	wy/wz	SymmetricNumber	color	colorcode
-1,-1_-1,-1_-2,-2	-0.065588551	-0.065741661	0.995347491	-0.060375593	-0.060378856	0.996164892	0.005806906	36	-0.060608031	-0.060611307	1	1	0x53B6C2
-1,-1_-1,-2_-2,-2	-0.065554944	-0.074125346	0.994837484	-0.06033426	-0.071529711	0.995473321	0.00277605	36	-0.060608616	-0.071854976	2	2	0x1C5F5E
-1,-1_-1,-2_-2,-3	-0.065241044	-0.098897566	0.992613843	-0.060189416	-0.099219478	0.993065034	0.011953785	30	-0.060609743	-0.099912367	1	3	0x772E10
-1,-1_-1,-2_-2,-4	-0.0652262	-0.124266802	0.98984859	-0.060001352	-0.126768219	0.989978384	0.002715381	24	-0.060608749	-0.128051502	2	4	0x7EE018
-1,-1_-1,-3_-2,-4	-0.065107812	-0.132541097	0.988706406	-0.059912295	-0.137608201	0.988492249	0.005631461	24	-0.060609777	-0.139210198	1	5	0x4886AE
-1,-1_-1,-3_-2,-5	-0.064743473	-0.171320149	0.982832556	-0.0596194	-0.169008788	0.983673886	0.002646469	18	-0.060608908	-0.171813841	2	1	0x53B6C2
-1,-1_-2,-1_-2,-2	-0.07395271	-0.065741661	0.994837484	-0.071526611	-0.060337946	0.995473321	0.002775775	36	-0.071851861	-0.060612318	2	6	0x58D62C
-1,-1_-2,-1_-3,-2	-0.099682956	-0.065741661	0.992505418	-0.099223081	-0.06019429	0.993064349	0.011950628	30	-0.099916064	-0.060614692	1	7	0x3E6E6C
-1,-1_-2,-1_-4,-2	-0.123977389	-0.065741661	0.98984859	-0.126767766	-0.06000838	0.98997809	0.002714824	24	-0.128051083	-0.060615867	2	4	0x7EE018
-1,-1_-2,-2_-2,-2	-0.073914818	-0.074125346	0.994327739	-0.071477372	-0.071481046	0.994783195	0.001327033	36	-0.071852211	-0.071855904	4	8	0x9D1E9C
-1,-1_-2,-2_-2,-3	-0.073635753	-0.09877926	0.992115395	-0.071305305	-0.09914981	0.992380117	0.005714643	30	-0.071852815	-0.099911122	2	9	0x886BB7
-1,-1_-2,-2_-2,-4	-0.073544151	-0.124266802	0.989341401	-0.071083451	-0.126681046	0.989299725	0.001298031	24	-0.071852291	-0.128051229	4	10	0x01C92D
-1,-1_-2,-2_-3,-2	-0.09963188	-0.074125346	0.991996867	-0.099155502	-0.071310183	0.99237917	0.005713994	30	-0.099916952	-0.071857799	2	11	0x5D8DF5
-1,-1_-2,-2_-3,-3	-0.099412205	-0.098522808	0.989809647	-0.098917123	-0.098913288	0.989993288	0.024607725	25	-0.099916963	-0.099913089	1	12	0xFE2284
-1,-1_-2,-2_-3,-4	-0.098963244	-0.124014084	0.987072773	-0.098613111	-0.126376606	0.986935384	0.005589483	20	-0.099918508	-0.128049524	2	13	0x7811E1
-1,-1_-2,-2_-4,-2	-0.123913864	-0.074125346	0.989341401	-0.126681455	-0.071089125	0.989299356	0.001298248	24	-0.128051691	-0.071858052	4	5	0x4886AE
-1,-1_-2,-2_-4,-3	-0.123640651	-0.098522808	0.987160036	-0.126378738	-0.098608205	0.986935402	0.005590908	20	-0.128051682	-0.099913536	2	14	0xC013DC
-1,-1_-2,-2_-4,-4	-0.12335612	-0.123444684	0.98447665	-0.125991352	-0.12599559	0.983905019	0.00127033	16	-0.128052352	-0.128056659	4	15	0x746209
-1,-1_-2,-3_-2,-4	-0.073417422	-0.132524617	0.988202323	-0.070977086	-0.137513734	0.987816731	0.002692199	24	-0.071852484	-0.139209764	2	16	0xB1DC76
-1,-1_-2,-3_-2,-5	-0.073002697	-0.171314743	0.982330041	-0.070631511	-0.168891412	0.983008559	0.00126509	18	-0.071852387	-0.171810724	4	2	0x1C5F5E
-1,-1_-2,-3_-3,-4	-0.098883613	-0.132137489	0.985950577	-0.098463832	-0.137184409	0.985463178	0.011590359	20	-0.099916297	-0.139208052	1	17	0x04C315
-1,-1_-2,-3_-3,-5	-0.098197959	-0.17095094	0.980114886	-0.097992324	-0.168486964	0.980689304	0.005448961	15	-0.099921885	-0.171804631	2	6	0x58D62C
-1,-1_-2,-3_-4,-4	-0.123288208	-0.131616116	0.983351586	-0.125804918	-0.136771266	0.982445918	0.002633583	16	-0.128052767	-0.139215059	2	18	0xB2D808
-1,-1_-2,-3_-4,-5	-0.122526343	-0.170538877	0.97752828	-0.125198557	-0.167983333	0.977715948	0.001238882	12	-0.128052077	-0.171812	4	3	0x772E10
-1,-1_-3,-1_-4,-2	-0.132280707	-0.06543126	0.988716673	-0.137607905	-0.059918003	0.988492002	0.005628841	24	-0.139209933	-0.060615567	1	10	0x01C92D
-1,-1_-3,-1_-5,-2	-0.17164048	-0.064344857	0.982803343	-0.169012588	-0.05962429	0.983673056	0.002647661	18	-0.171817849	-0.06061393	2	1	0x53B6C2
-1,-1_-3,-2_-4,-2	-0.132235055	-0.07378358	0.988211892	-0.137515247	-0.070981446	0.98781627	0.00269199	24	-0.13921136	-0.071856931	2	16	0xB1DC76
-1,-1_-3,-2_-4,-3	-0.131890122	-0.098492528	0.986018646	-0.137186968	-0.098459565	0.985463037	0.011592502	20	-0.139210668	-0.099911982	1	19	0x04696B
-1,-1_-3,-2_-4,-4	-0.131673418	-0.123292141	0.983340987	-0.136767485	-0.125808744	0.982445952	0.002633995	16	-0.139211205	-0.128056656	2	20	0x46269E
-1,-1_-3,-2_-5,-2	-0.17155456	-0.07272925	0.982311371	-0.168896128	-0.070636036	0.983007571	0.001266028	18	-0.171815694	-0.071857062	4	2	0x1C5F5E
-1,-1_-3,-2_-5,-3	-0.171077713	-0.098003863	0.980115888	-0.168499701	-0.097981863	0.980688187	0.005452341	15	-0.171817814	-0.099911332	2	6	0x58D62C
-1,-1_-3,-2_-5,-4	-0.170555392	-0.122622388	0.977515617	-0.167989088	-0.125194959	0.977715485	0.001238712	12	-0.171817968	-0.128048457	4	7	0x3E6E6C
-1,-1_-3,-3_-4,-4	-0.131556755	-0.13147358	0.982222022	-0.136567734	-0.13656784	0.980993249	0.005461617	16	-0.139213735	-0.139213843	1	8	0x9D1E9C
-1,-1_-3,-3_-4,-5	-0.130739052	-0.170275992	0.976434008	-0.135907536	-0.167737959	0.976284408	0.002568203	12	-0.139208959	-0.171812596	2	9	0x886BB7
-1,-1_-3,-3_-5,-4	-0.170430152	-0.130682035	0.97641749	-0.167741723	-0.135908796	0.976283685	0.002569286	12	-0.171816579	-0.139210352	2	11	0x5D8DF5
-1,-1_-3,-3_-5,-5	-0.169469154	-0.169333172	0.970708703	-0.166948301	-0.166936054	0.97164089	0.001208432	9	-0.171820991	-0.171808387	4	1	0x53B6C2
-1,-2_-1,-3_-2,-4	-0.0652262	-0.124266802	0.98984859	-0.060001352	-0.126768219	0.989978384	0.002715381	24	-0.060608749	-0.128051502	2	21	0x99C8AD
-1,-2_-1,-3_-2,-5	-0.064993666	-0.163268949	0.984110496	-0.059728539	-0.158186096	0.985422387	0.005560106	18	-0.060612119	-0.160526184	1	7	0x3E6E6C
-1,-2_-1,-4_-2,-5	-0.064743473	-0.171320149	0.982832556	-0.0596194	-0.169008788	0.983673886	0.002646469	18	-0.060608908	-0.171813841	2	11	0x5D8DF5
-1,-2_-1,-4_-2,-6	-0.064398227	-0.195556272	0.978246412	-0.059318992	-0.195575203	0.978719512	0.01127523	12	-0.060608776	-0.199827632	1	8	0x9D1E9C
-1,-2_-1,-4_-2,-7	-0.064127791	-0.219412931	0.97327471	-0.058985739	-0.221883568	0.973153679	0.0025338	6	-0.060612974	-0.228004654	2	4	0x7EE018
-1,-2_-1,-5_-2,-7	-0.064098337	-0.227203029	0.971417319	-0.058834152	-0.232129787	0.97072916	0.00523543	6	-0.060608205	-0.239129303	1	3	0x772E10
-1,-2_-2,-3_-2,-4	-0.073544151	-0.124266802	0.989341401	-0.071083451	-0.126681046	0.989299725	0.001298031	24	-0.071852291	-0.128051229	4	22	0x31E8D3
-1,-2_-2,-3_-2,-5	-0.073159844	-0.163103315	0.983638361	-0.070758928	-0.158075458	0.984753579	0.002658439	18	-0.071854451	-0.160522857	2	19	0x04696B
-1,-2_-2,-3_-3,-4	-0.098963244	-0.124014084	0.987072773	-0.098613111	-0.126376606	0.986935384	0.005589483	20	-0.099918508	-0.128049524	2	23	0x27DC4F
-1,-2_-2,-3_-3,-5	-0.098394881	-0.162655723	0.981428769	-0.09816117	-0.157695482	0.982422412	0.011449443	15	-0.099917479	-0.160516983	1	24	0xCD5661
-1,-2_-2,-3_-4,-4	-0.12335612	-0.123444684	0.98447665	-0.125991352	-0.12599559	0.983905019	0.00127033	16	-0.128052352	-0.128056659	4	25	0xBA75E1
-1,-2_-2,-3_-4,-5	-0.122598239	-0.162352182	0.978837309	-0.125418773	-0.157220966	0.97943312	0.002601604	12	-0.128052412	-0.160522411	2	26	0x94889A
-1,-2_-2,-4_-2,-5	-0.073002697	-0.171314743	0.982330041	-0.070631511	-0.168891412	0.983008559	0.00126509	18	-0.071852387	-0.171810724	4	14	0xC013DC
-1,-2_-2,-4_-2,-6	-0.072703618	-0.195360384	0.97778	-0.07027682	-0.195446205	0.978063243	0.005389753	12	-0.071853043	-0.199829823	2	12	0xFE2284
-1,-2_-2,-4_-2,-7	-0.072376776	-0.21917376	0.972825652	-0.069882193	-0.221739009	0.972508342	0.001211443	6	-0.071857679	-0.228007308	4	10	0x01C92D
-1,-2_-2,-4_-3,-5	-0.098197959	-0.17095094	0.980114886	-0.097992324	-0.168486964	0.980689304	0.005448961	15	-0.099921885	-0.171804631	2	27	0xD0426E
-1,-2_-2,-4_-3,-6	-0.098084699	-0.194862822	0.975577831	-0.097501769	-0.194992611	0.975777112	0.023219092	10	-0.099922173	-0.199833147	1	28	0xA2ACDF
-1,-2_-2,-4_-3,-7	-0.0974726	-0.218685004	0.970662067	-0.096948137	-0.221230572	0.970261174	0.005222693	5	-0.099919629	-0.228011362	2	5	0x4886AE
-1,-2_-2,-4_-4,-5	-0.122526343	-0.170538877	0.97752828	-0.125198557	-0.167983333	0.977715948	0.001238882	12	-0.128052077	-0.171812	4	29	0xEBD1DD
-1,-2_-2,-4_-4,-6	-0.121752463	-0.194428393	0.973076944	-0.124576033	-0.194402861	0.972850073	0.005278341	8	-0.128052653	-0.199828181	2	21	0x99C8AD
-1,-2_-2,-4_-4,-7	-0.121175839	-0.218267569	0.968164048	-0.1238775	-0.220569672	0.967383003	0.001186524	4	-0.128054245	-0.228006562	4	7	0x3E6E6C
-1,-2_-2,-5_-2,-7	-0.072231033	-0.227076496	0.97095024	-0.069703335	-0.231975037	0.970089662	0.002502502	6	-0.071852467	-0.239127419	2	9	0x886BB7
-1,-2_-2,-5_-3,-7	-0.097204175	-0.226473796	0.968828046	-0.096713268	-0.231440897	0.967859382	0.0107834	5	-0.099924917	-0.239126573	1	13	0x7811E1
-1,-2_-2,-5_-4,-7	-0.121015134	-0.225943175	0.966351514	-0.123569814	-0.230758916	0.965002	0.002451202	4	-0.128051355	-0.239127915	2	11	0x5D8DF5
-1,-2_-3,-3_-4,-4	-0.131673418	-0.123292141	0.983340987	-0.136767485	-0.125808744	0.982445952	0.002633995	16	-0.139211205	-0.128056656	2	30	0xBBA8B9
-1,-2_-3,-3_-4,-5	-0.130800213	-0.162152926	0.977732133	-0.136149037	-0.156991027	0.977993566	0.005394794	12	-0.139212611	-0.160523578	1	31	0xA6F4DA
-1,-2_-3,-3_-5,-4	-0.170555392	-0.122622388	0.977515617	-0.167989088	-0.125194959	0.977715485	0.001238712	12	-0.171817968	-0.128048457	4	22	0x31E8D3
-1,-2_-3,-3_-5,-5	-0.169762929	-0.161121561	0.971978422	-0.167234294	-0.156242335	0.97332608	0.002538219	9	-0.171817336	-0.160524143	2	4	0x7EE018
-1,-2_-3,-4_-4,-5	-0.130739052	-0.170275992	0.976434008	-0.135907536	-0.167737959	0.976284408	0.002568203	12	-0.139208959	-0.171812596	2	32	0xC928A6
-1,-2_-3,-4_-4,-6	-0.129952642	-0.194229681	0.971978925	-0.13523698	-0.194124769	0.97143863	0.010945543	8	-0.139213096	-0.199832252	1	16	0xB1DC76
-1,-2_-3,-4_-4,-7	-0.129387865	-0.218016451	0.967080945	-0.134485868	-0.220258068	0.965994157	0.002461807	4	-0.139220167	-0.228011802	2	15	0x746209
-1,-2_-3,-4_-5,-5	-0.169469154	-0.169333172	0.970708703	-0.166948301	-0.166936054	0.97164089	0.001208432	9	-0.171820991	-0.171808387	4	2	0x1C5F5E
-1,-2_-3,-4_-5,-6	-0.168695844	-0.193044762	0.966330249	-0.166125694	-0.193211431	0.966863636	0.005150659	6	-0.171819156	-0.199833176	2	10	0x01C92D
-1,-2_-3,-4_-5,-7	-0.167885948	-0.216736854	0.961517358	-0.165205258	-0.219228723	0.961496853	0.001158394	3	-0.171820903	-0.228007739	4	6	0x58D62C
-1,-2_-3,-5_-4,-7	-0.129142386	-0.225645139	0.965293198	-0.134153278	-0.230431533	0.96362394	0.005084528	4	-0.139217461	-0.239130146	1	14	0xC013DC
-1,-2_-3,-5_-5,-7	-0.167575681	-0.224359406	0.959751692	-0.164801346	-0.229363921	0.959158659	0.002393186	3	-0.17181865	-0.239130324	2	8	0x9D1E9C
-1,-3_-1,-5_-2,-7	-0.064127791	-0.219412931	0.97327471	-0.058985739	-0.221883568	0.973153679	0.0025338	6	-0.060612974	-0.228004654	2	17	0x04C315
-1,-3_-2,-5_-2,-7	-0.072376776	-0.21917376	0.972825652	-0.069882193	-0.221739009	0.972508342	0.001211443	6	-0.071857679	-0.228007308	4	18	0xB2D808
-1,-3_-2,-5_-3,-7	-0.0974726	-0.218685004	0.970662067	-0.096948137	-0.221230572	0.970261174	0.005222693	5	-0.099919629	-0.228011362	2	20	0x46269E
-1,-3_-2,-5_-4,-7	-0.121175839	-0.218267569	0.968164048	-0.1238775	-0.220569672	0.967383003	0.001186524	4	-0.128054245	-0.228006562	4	22	0x31E8D3
-1,-3_-3,-5_-4,-7	-0.129387865	-0.218016451	0.967080945	-0.134485868	-0.220258068	0.965994157	0.002461807	4	-0.139220167	-0.228011802	2	19	0x04696B
-1,-3_-3,-5_-5,-7	-0.167885948	-0.216736854	0.961517358	-0.165205258	-0.219228723	0.961496853	0.001158394	3	-0.171820903	-0.228007739	4	12	0xFE2284
-1,0_-1,-1_-2,-1	-0.065534488	-0.033840272	0.996941855	-0.060440008	-0.039179732	0.99721893	0.005830058	42	-0.060608565	-0.039288998	1	13	0x7811E1
-1,0_-1,-1_-2,-2	-0.065554944	-0.074125346	0.994837484	-0.06033426	-0.071529711	0.995473321	0.00277605	36	-0.060608616	-0.071854976	2	18	0xB2D808
