posCode	x	y	z	wx	wy	wz	AreaFactor	NumberFactor	wx/wz	wy/wz	SymmetricNumber	color	colorcode
1,-3_2,-5_4,-7	0.121175839	-0.218267569	0.968164048	0.1238775	-0.220569672	0.967383003	0.001186524	4	0.128054245	-0.228006562	4	28	0xA2ACDF
1,-3_3,-5_4,-7	0.129387865	-0.218016451	0.967080945	0.134485868	-0.220258068	0.965994157	0.002461807	4	0.139220167	-0.228011802	2	23	0x27DC4F
1,-3_3,-5_5,-7	0.167885948	-0.216736854	0.961517358	0.165205258	-0.219228723	0.961496853	0.001158394	3	0.171820903	-0.228007739	4	10	0x01C92D
1,0_1,-1_2,-1	0.065534488	-0.033840272	0.996941855	0.060440008	-0.039179732	0.99721893	0.005830058	42	0.060608565	-0.039288998	1	22	0x31E8D3
1,0_1,-1_2,-2	0.065554944	-0.074125346	0.994837484	0.06033426	-0.071529711	0.995473321	0.00277605	36	0.060608616	-0.071854976	2	32	0xC928A6
1,0_1,0_2,0	0.065729807	-7.24E-15	0.997491143	0.060486103	1.24E-07	0.997988682	0.012198233	48	0.060608005	1.24E-07	1	16	0xB1DC76
1,0_1,1_2,1	0.065534488	0.033840272	0.996941855	0.060440007	0.03917999	0.997218921	0.005830378	42	0.060608564	0.039289256	1	17	0x04C315
1,0_1,1_2,2	0.065554944	0.074125346	0.994837484	0.060334258	0.071529843	0.995473311	0.002776329	36	0.060608614	0.071855109	2	21	0x99C8AD
1,0_2,-1_2,-1	0.074016692	-0.033674531	0.996432164	0.071602794	-0.03915307	0.996525188	0.00278693	42	0.071852468	-0.039289594	2	28	0xA2ACDF
1,0_2,-1_2,-2	0.073914818	-0.074125346	0.994327739	0.071477372	-0.071481046	0.994783195	0.001327033	36	0.071852211	-0.071855904	4	36	0x12361A
1,0_2,-1_3,-1	0.099842756	-0.033588126	0.994096484	0.099328964	-0.039062428	0.994108396	0.012001315	35	0.099917639	-0.039293932	1	15	0x746209
1,0_2,-1_3,-2	0.09963188	-0.074125346	0.991996867	0.099155502	-0.071310183	0.99237917	0.005713994	30	0.099916952	-0.071857799	2	31	0xA6F4DA
1,0_2,-1_4,-1	0.124176135	-0.033588126	0.991435398	0.12690126	-0.038945211	0.991012251	0.002727124	28	0.128052161	-0.039298415	2	20	0x46269E
1,0_2,-1_4,-2	0.123913864	-0.074125346	0.989341401	0.126681455	-0.071089125	0.989299356	0.001298248	24	0.128051691	-0.071858052	4	34	0x371036
1,0_2,0_2,0	0.07411198	-7.18E-15	0.996980038	0.07165737	1.24E-07	0.997293376	0.005830917	48	0.071851846	1.24E-07	2	25	0xBA75E1
1,0_2,0_3,0	0.099897641	-7.24E-15	0.994642949	0.09940359	1.23E-07	0.994871355	0.025104098	40	0.099916024	1.24E-07	1	3	0x772E10
1,0_2,0_4,0	0.124244396	-7.18E-15	0.991980399	0.12699698	1.22E-07	0.991768325	0.00570292	32	0.128051055	1.23E-07	2	1	0x53B6C2
1,0_2,1_2,1	0.074016692	0.033674531	0.996432164	0.071602793	0.039153327	0.996525178	0.002787083	42	0.071852467	0.039289852	2	19	0x04696B
1,0_2,1_2,2	0.073914818	0.074125346	0.994327739	0.07147737	0.071481178	0.994783186	0.001327166	36	0.07185221	0.071856038	4	22	0x31E8D3
1,0_2,1_3,1	0.099842756	0.033588126	0.994096484	0.099328962	0.039062684	0.994108387	0.012001972	35	0.099917638	0.03929419	1	7	0x3E6E6C
1,0_2,1_3,2	0.09963188	0.074125346	0.991996867	0.099155499	0.071310314	0.992379161	0.005714566	30	0.09991695	0.071857932	2	14	0xC013DC
1,0_2,1_4,1	0.124176135	0.033588126	0.991435398	0.126901258	0.038945466	0.991012242	0.002727273	28	0.12805216	0.039298673	2	5	0x4886AE
1,0_2,1_4,2	0.123913864	0.074125346	0.989341401	0.126681453	0.071089255	0.989299347	0.001298378	24	0.128051689	0.071858184	4	4	0x7EE018
1,0_3,-1_4,-1	0.132489585	-0.033588126	0.990281649	0.137752906	-0.038888111	0.989521299	0.005654985	28	0.139211663	-0.039299923	1	12	0xFE2284
1,0_3,-1_4,-2	0.132235055	-0.07378358	0.988211892	0.137515247	-0.070981446	0.98781627	0.00269199	24	0.13921136	-0.071856931	2	21	0x99C8AD
1,0_3,-1_5,-1	0.171899944	-0.033588126	0.984289017	0.169185427	-0.038701158	0.984687653	0.002659656	21	0.171816339	-0.039302979	2	13	0x7811E1
1,0_3,-1_5,-2	0.17155456	-0.07272925	0.982311371	0.168896128	-0.070636036	0.983007571	0.001266028	18	0.171815694	-0.071857062	4	19	0x04696B
1,0_3,0_4,0	0.132562416	-7.24E-15	0.990826016	0.13785543	1.22E-07	0.990274224	0.011823983	32	0.139209349	1.23E-07	1	9	0x886BB7
1,0_3,0_5,0	0.171769995	-7.16E-15	0.984878229	0.169312361	1.21E-07	0.985429537	0.005559009	24	0.171815796	1.22E-07	2	8	0x9D1E9C
1,0_3,1_4,1	0.132489585	0.033588126	0.990281649	0.137752903	0.038888365	0.98952129	0.005655293	28	0.139211662	0.03930018	1	10	0x01C92D
1,0_3,1_4,2	0.132235055	0.07378358	0.988211892	0.137515243	0.070981576	0.987816261	0.002692258	24	0.139211358	0.071857063	2	11	0x5D8DF5
1,0_3,1_5,1	0.171899944	0.033588126	0.984289017	0.169185425	0.038701409	0.984687644	0.0026598	21	0.171816338	0.039303234	2	2	0x1C5F5E
1,0_3,1_5,2	0.17155456	0.07272925	0.982311371	0.168896125	0.070636164	0.983007562	0.001266154	18	0.171815692	0.071857193	4	3	0x772E10
1,1_1,1_2,2	0.065588551	0.065741661	0.995347491	0.060375591	0.060379112	0.996164876	0.005807398	36	0.06060803	0.060611564	1	23	0x27DC4F
1,1_1,2_2,2	0.065554944	0.074125346	0.994837484	0.060334258	0.071529843	0.995473311	0.002776329	36	0.060608614	0.071855109	2	24	0xCD5661
1,1_1,2_2,3	0.065241044	0.098897566	0.992613843	0.060189413	0.099219722	0.99306501	0.011955454	30	0.060609741	0.099912615	1	25	0xBA75E1
1,1_1,2_2,4	0.0652262	0.124266802	0.98984859	0.060001349	0.12676835	0.989978368	0.002715867	24	0.060608747	0.128051636	2	26	0x94889A
1,1_1,3_2,4	0.065107812	0.132541097	0.988706406	0.059912291	0.137608453	0.988492215	0.005632556	24	0.060609775	0.139210457	1	17	0x04C315
1,1_1,3_2,5	0.064743473	0.171320149	0.982832556	0.059619396	0.169008915	0.983673864	0.002647105	18	0.060608905	0.171813974	2	21	0x99C8AD
1,1_2,1_2,2	0.07395271	0.065741661	0.994837484	0.071526609	0.060338201	0.995473305	0.00277601	36	0.071851861	0.060612576	2	27	0xD0426E
1,1_2,1_3,2	0.099682956	0.065741661	0.992505418	0.099223078	0.060194544	0.993064333	0.011951637	30	0.099916062	0.060614949	1	18	0xB2D808
1,1_2,1_4,2	0.123977389	0.065741661	0.98984859	0.126767763	0.060008632	0.989978075	0.002715052	24	0.128051082	0.060616123	2	16	0xB1DC76
1,1_2,2_2,2	0.073914818	0.074125346	0.994327739	0.07147737	0.071481178	0.994783186	0.001327166	36	0.07185221	0.071856038	4	28	0xA2ACDF
1,1_2,2_2,3	0.073635753	0.09877926	0.992115395	0.071305302	0.099150054	0.992380093	0.005715441	30	0.071852814	0.099911369	2	29	0xEBD1DD
1,1_2,2_2,4	0.073544151	0.124266802	0.989341401	0.071083449	0.126681176	0.989299709	0.001298263	24	0.07185229	0.128051363	4	30	0xBBA8B9
1,1_2,2_3,2	0.09963188	0.074125346	0.991996867	0.099155499	0.071310314	0.992379161	0.005714566	30	0.09991695	0.071857932	2	31	0xA6F4DA
1,1_2,2_3,3	0.099412205	0.098522808	0.989809647	0.098917118	0.098913531	0.989993264	0.024611151	25	0.09991696	0.099913337	1	32	0xC928A6
1,1_2,2_3,4	0.098963244	0.124014084	0.987072773	0.098613107	0.126376736	0.986935368	0.00559048	20	0.099918505	0.128049657	2	19	0x04696B
1,1_2,2_4,2	0.123913864	0.074125346	0.989341401	0.126681453	0.071089255	0.989299347	0.001298378	24	0.128051689	0.071858184	4	20	0x46269E
1,1_2,2_4,3	0.123640651	0.098522808	0.987160036	0.126378733	0.098608447	0.986935379	0.005591684	20	0.12805168	0.099913783	2	8	0x9D1E9C
1,1_2,2_4,4	0.12335612	0.123444684	0.98447665	0.125991348	0.125995718	0.983905004	0.001270556	16	0.12805235	0.128056792	4	6	0x58D62C
1,1_2,3_2,4	0.073417422	0.132524617	0.988202323	0.070977082	0.137513985	0.987816697	0.002692722	24	0.071852483	0.139210023	2	33	0xA79A7B
1,1_2,3_2,5	0.073002697	0.171314743	0.982330041	0.070631508	0.168891539	0.983008537	0.001265393	18	0.071852385	0.171810857	4	23	0x27DC4F
1,1_2,3_3,4	0.098883613	0.132137489	0.985950577	0.098463825	0.137184659	0.985463144	0.011592607	20	0.099916294	0.13920831	1	34	0x371036
1,1_2,3_3,5	0.098197959	0.17095094	0.980114886	0.097992317	0.168487091	0.980689283	0.005450265	15	0.099921881	0.171804764	2	11	0x5D8DF5
1,1_2,3_4,4	0.123288208	0.131616116	0.983351586	0.125804912	0.136771514	0.982445885	0.002634092	16	0.128052765	0.139215316	2	9	0x886BB7
1,1_2,3_4,5	0.122526343	0.170538877	0.97752828	0.125198552	0.167983458	0.977715927	0.001239177	12	0.128052074	0.171812132	4	7	0x3E6E6C
1,1_3,1_4,2	0.132280707	0.06543126	0.988716673	0.137607901	0.059918255	0.988491987	0.005629314	24	0.139209931	0.060615823	1	15	0x746209
1,1_3,1_5,2	0.17164048	0.064344857	0.982803343	0.169012585	0.059624539	0.983673041	0.002647882	18	0.171817848	0.060614184	2	12	0xFE2284
1,1_3,2_4,2	0.132235055	0.07378358	0.988211892	0.137515243	0.070981576	0.987816261	0.002692258	24	0.139211358	0.071857063	2	26	0x94889A
1,1_3,2_4,3	0.131890122	0.098492528	0.986018646	0.137186961	0.098459806	0.985463014	0.011594108	20	0.139210665	0.099912229	1	35	0xB003BA
1,1_3,2_4,4	0.131673418	0.123292141	0.983340987	0.136767478	0.125808872	0.982445937	0.002634462	16	0.1392112	0.128056789	2	24	0xCD5661
1,1_3,2_5,2	0.17155456	0.07272925	0.982311371	0.168896125	0.070636164	0.983007562	0.001266154	18	0.171815692	0.071857193	4	13	0x7811E1
1,1_3,2_5,3	0.171077713	0.098003863	0.980115888	0.168499695	0.097982102	0.980688164	0.005453093	15	0.171817812	0.099911578	2	1	0x53B6C2
1,1_3,2_5,4	0.170555392	0.122622388	0.977515617	0.167989082	0.125195086	0.97771547	0.001238931	12	0.171817965	0.128048589	4	5	0x4886AE
1,1_3,3_4,4	0.131556755	0.13147358	0.982222022	0.136567725	0.136568088	0.980993216	0.005462671	16	0.13921373	0.139214101	1	2	0x1C5F5E
1,1_3,3_4,5	0.130739052	0.170275992	0.976434008	0.135907527	0.167738084	0.976284387	0.002568815	12	0.139208953	0.171812728	2	10	0x01C92D
1,1_3,3_5,4	0.170430152	0.130682035	0.97641749	0.167741714	0.135909041	0.976283653	0.002569779	12	0.171816576	0.139210608	2	14	0xC013DC
1,1_3,3_5,5	0.169469154	0.169333172	0.970708703	0.166948294	0.166936178	0.97164087	0.001208719	9	0.171820988	0.171808518	4	3	0x772E10
1,2_1,3_2,4	0.0652262	0.124266802	0.98984859	0.060001349	0.12676835	0.989978368	0.002715867	24	0.060608747	0.128051636	2	36	0x12361A
1,2_1,3_2,5	0.064993666	0.163268949	0.984110496	0.059728534	0.158186342	0.985422347	0.005561353	18	0.060612117	0.160526441	1	27	0xD0426E
1,2_1,4_2,5	0.064743473	0.171320149	0.982832556	0.059619396	0.169008915	0.983673864	0.002647105	18	0.060608905	0.171813974	2	28	0xA2ACDF
1,2_1,4_2,6	0.064398227	0.195556272	0.978246412	0.059318986	0.195575437	0.978719465	0.011278379	12	0.060608773	0.199827881	1	25	0xBA75E1
1,2_1,4_2,7	0.064127791	0.219412931	0.97327471	0.058985733	0.221883691	0.973153652	0.002534608	6	0.06061297	0.228004787	2	19	0x04696B
1,2_1,5_2,7	0.064098337	0.227203029	0.971417319	0.058834145	0.232130026	0.970729104	0.00523718	6	0.060608201	0.239129563	1	20	0x46269E
1,2_2,3_2,4	0.073544151	0.124266802	0.989341401	0.071083449	0.126681176	0.989299709	0.001298263	24	0.07185229	0.128051363	4	37	0x2CD9B1
1,2_2,3_2,5	0.073159844	0.163103315	0.983638361	0.070758923	0.158075704	0.984753539	0.002659035	18	0.071854449	0.160523114	2	31	0xA6F4DA
1,2_2,3_3,4	0.098963244	0.124014084	0.987072773	0.098613107	0.126376736	0.986935368	0.00559048	20	0.099918505	0.128049657	2	38	0x654A58
1,2_2,3_3,5	0.098394881	0.162655723	0.981428769	0.098161163	0.157695727	0.982422373	0.011452003	15	0.099917475	0.160517239	1	22	0x31E8D3
1,2_2,3_4,4	0.12335612	0.123444684	0.98447665	0.125991348	0.125995718	0.983905004	0.001270556	16	0.12805235	0.128056792	4	39	0x6CD583
1,2_2,3_4,5	0.122598239	0.162352182	0.978837309	0.125418766	0.15722121	0.979433081	0.002602184	12	0.128052409	0.160522666	2	40	0x80B44E
1,2_2,4_2,5	0.073002697	0.171314743	0.982330041	0.070631508	0.168891539	0.983008537	0.001265393	18	0.071852385	0.171810857	4	35	0xB003BA
1,2_2,4_2,6	0.072703618	0.195360384	0.97778	0.070276815	0.195446438	0.978063197	0.005391257	12	0.071853041	0.199830071	2	29	0xEBD1DD
1,2_2,4_2,7	0.072376776	0.21917376	0.972825652	0.069882189	0.221739133	0.972508314	0.001211829	6	0.071857677	0.228007442	4	24	0xCD5661
1,2_2,4_3,5	0.098197959	0.17095094	0.980114886	0.097992317	0.168487091	0.980689283	0.005450265	15	0.099921881	0.171804764	2	41	0x022CA7
1,2_2,4_3,6	0.098084699	0.194862822	0.975577831	0.09750176	0.194992843	0.975777067	0.023225558	10	0.099922168	0.199833394	1	32	0xC928A6
1,2_2,4_3,7	0.0974726	0.218685004	0.970662067	0.096948129	0.221230695	0.970261147	0.005224352	5	0.099919624	0.228011495	2	3	0x772E10
1,2_2,4_4,5	0.122526343	0.170538877	0.97752828	0.125198552	0.167983458	0.977715927	0.001239177	12	0.128052074	0.171812132	4	13	0x7811E1
1,2_2,4_4,6	0.121752463	0.194428393	0.973076944	0.124576024	0.194403092	0.972850028	0.005279806	8	0.128052649	0.199828428	2	1	0x53B6C2
1,2_2,4_4,7	0.121175839	0.218267569	0.968164048	0.123877493	0.220569795	0.967382976	0.0011869	4	0.128054241	0.228006695	4	8	0x9D1E9C
1,2_2,5_2,7	0.072231033	0.227076496	0.97095024	0.069703329	0.231975275	0.970089606	0.002503337	6	0.071852465	0.239127678	2	26	0x94889A
1,2_2,5_3,7	0.097204175	0.226473796	0.968828046	0.096713257	0.231441135	0.967859327	0.010786993	5	0.099924911	0.239126832	1	2	0x1C5F5E
1,2_2,5_4,7	0.121015134	0.225943175	0.966351514	0.123569803	0.230759153	0.965001946	0.002452016	4	0.128051351	0.239128173	2	5	0x4886AE
1,2_3,3_4,4	0.131673418	0.123292141	0.983340987	0.136767478	0.125808872	0.982445937	0.002634462	16	0.1392112	0.128056789	2	42	0xA2B5EF
1,2_3,3_4,5	0.130800213	0.162152926	0.977732133	0.136149027	0.15699127	0.977993527	0.005395995	12	0.139212605	0.160523833	1	16	0xB1DC76
1,2_3,3_5,4	0.170555392	0.122622388	0.977515617	0.167989082	0.125195086	0.97771547	0.001238931	12	0.171817965	0.128048589	4	17	0x04C315
1,2_3,3_5,5	0.169762929	0.161121561	0.971978422	0.167234284	0.156242576	0.973326043	0.002538781	9	0.171817332	0.160524396	2	4	0x7EE018
1,2_3,4_4,5	0.130739052	0.170275992	0.976434008	0.135907527	0.167738084	0.976284387	0.002568815	12	0.139208953	0.171812728	2	18	0xB2D808
1,2_3,4_4,6	0.129952642	0.194229681	0.971978925	0.135236967	0.194125	0.971438586	0.010948576	8	0.139213089	0.199832498	1	15	0x746209
1,2_3,4_4,7	0.129387865	0.218016451	0.967080945	0.134485857	0.22025819	0.965994131	0.002462586	4	0.13922016	0.228011934	2	17	0x04C315
1,2_3,4_5,5	0.169469154	0.169333172	0.970708703	0.166948294	0.166936178	0.97164087	0.001208719	9	0.171820988	0.171808518	4	12	0xFE2284
1,2_3,4_5,6	0.168695844	0.193044762	0.966330249	0.166125682	0.193211659	0.966863592	0.005152079	6	0.171819152	0.199833421	2	19	0x04696B
1,2_3,4_5,7	0.167885948	0.216736854	0.961517358	0.165205248	0.219228844	0.961496827	0.001158759	3	0.171820898	0.228007871	4	6	0x58D62C
1,2_3,5_4,7	0.129142386	0.225645139	0.965293198	0.134153263	0.230431769	0.963623886	0.005086214	4	0.139217453	0.239130404	1	21	0x99C8AD
1,2_3,5_5,7	0.167575681	0.224359406	0.959751692	0.164801332	0.229364154	0.959158606	0.002393976	3	0.171818644	0.239130581	2	9	0x886BB7
1,3_1,5_2,7	0.064127791	0.219412931	0.97327471	0.058985733	0.221883691	0.973153652	0.002534608	6	0.06061297	0.228004787	2	30	0xBBA8B9
1,3_2,5_2,7	0.072376776	0.21917376	0.972825652	0.069882189	0.221739133	0.972508314	0.001211829	6	0.071857677	0.228007442	4	34	0x371036
1,3_2,5_3,7	0.0974726	0.218685004	0.970662067	0.096948129	0.221230695	0.970261147	0.005224352	5	0.099919624	0.228011495	2	33	0xA79A7B
1,3_2,5_4,7	0.121175839	0.218267569	0.968164048	0.123877493	0.220569795	0.967382976	0.0011869	4	0.128054241	0.228006695	4	27	0xD0426E
1,3_3,5_4,7	0.129387865	0.218016451	0.967080945	0.134485857	0.22025819	0.965994131	0.002462586	4	0.13922016	0.228011934	2	28	0xA2ACDF
1,3_3,5_5,7	0.167885948	0.216736854	0.961517358	0.165205248	0.219228844	0.961496827	0.001158759	3	0.171820898	0.228007871	4	11	0x5D8DF5
2,-1_3,-1_4,-2	0.123977389	-0.065741661	0.98984859	0.126767766	-0.06000838	0.98997809	0.002714824	24	0.128051083	-0.060615867	2	30	0xBBA8B9
2,-1_3,-1_5,-2	0.163363288	-0.064725804	0.984112544	0.158188745	-0.059730984	0.985421868	0.005558467	18	0.160528957	-0.060614632	1	22	0x31E8D3
2,-1_3,-2_4,-2	0.123913864	-0.074125346	0.989341401	0.126681455	-0.071089125	0.989299356	0.001298248	24	0.128051691	-0.071858052	4	39	0x6CD583
2,-1_3,-2_4,-3	0.123640651	-0.098522808	0.987160036	0.126378738	-0.098608205	0.986935402	0.005590908	20	0.128051682	-0.099913536	2	45	0xB25CA0
2,-1_3,-2_4,-4	0.12335612	-0.123444684	0.98447665	0.125991352	-0.12599559	0.983905019	0.00127033	16	0.128052352	-0.128056659	4	46	0x65872E
2,-1_3,-2_5,-2	0.163260532	-0.073078736	0.983622282	0.158079197	-0.070760808	0.984752924	0.00265824	18	0.160526761	-0.071856408	2	25	0xBA75E1
2,-1_3,-2_5,-3	0.162750599	-0.098147092	0.981442179	0.157706415	-0.098154522	0.982421224	0.011447305	15	0.160528306	-0.099910832	1	23	0x27DC4F
2,-1_3,-2_5,-4	0.162299702	-0.122692587	0.978836515	0.157226178	-0.125418905	0.979432332	0.00260087	12	0.160527862	-0.12805265	2	20	0x46269E
2,-1_3,-3_4,-4	0.123288208	-0.131616116	0.983351586	0.125804918	-0.136771266	0.982445918	0.002633583	16	0.128052767	-0.139215059	2	47	0xCAD5EC
2,-1_3,-3_4,-5	0.122526343	-0.170538877	0.97752828	0.125198557	-0.167983333	0.977715948	0.001238882	12	0.128052077	-0.171812	4	48	0x60E86C
2,-1_3,-3_5,-4	0.16213212	-0.130824697	0.977734356	0.156995712	-0.136147849	0.977993054	0.005394231	12	0.160528453	-0.139211468	1	24	0xCD5661
2,-1_3,-3_5,-5	0.161233638	-0.169582743	0.971992234	0.156251598	-0.167227743	0.973325631	0.002536286	9	0.160533734	-0.171810684	2	22	0x31E8D3
2,-1_4,-1_5,-2	0.17164048	-0.064344857	0.982803343	0.169012588	-0.05962429	0.983673056	0.002647661	18	0.171817849	-0.06061393	2	26	0x94889A
2,-1_4,-1_6,-2	0.195634646	-0.064329684	0.978227876	0.195576556	-0.059319487	0.978719184	0.011286411	12	0.199829082	-0.060609302	1	3	0x772E10
2,-1_4,-1_7,-2	0.219462608	-0.064086778	0.973261464	0.22188639	-0.058979208	0.973153381	0.002536155	6	0.228007624	-0.060606282	2	1	0x53B6C2
2,-1_4,-2_5,-2	0.17155456	-0.07272925	0.982311371	0.168896128	-0.070636036	0.983007571	0.001266028	18	0.171815694	-0.071857062	4	28	0xA2ACDF
2,-1_4,-2_5,-3	0.171077713	-0.098003863	0.980115888	0.168499701	-0.097981863	0.980688187	0.005452341	15	0.171817814	-0.099911332	2	32	0xC928A6
2,-1_4,-2_5,-4	0.170555392	-0.122622388	0.977515617	0.167989088	-0.125194959	0.977715485	0.001238712	12	0.171817968	-0.128048457	4	31	0xA6F4DA
2,-1_4,-2_6,-2	0.19553133	-0.072714205	0.977739406	0.195444384	-0.070279709	0.978063333	0.005394244	12	0.199827943	-0.07185599	2	16	0xB1DC76
2,-1_4,-2_6,-3	0.195179086	-0.097454126	0.975575419	0.194986751	-0.097498059	0.975778605	0.023234522	10	0.199826835	-0.099918217	1	27	0xD0426E
2,-1_4,-2_6,-4	0.194597994	-0.122106688	0.972995942	0.19440286	-0.124578741	0.9728498	0.005280699	8	0.199828237	-0.128055473	2	12	0xFE2284
2,-1_4,-2_7,-2	0.219310988	-0.072472617	0.972785154	0.221741032	-0.069874428	0.972508356	0.001212339	6	0.228009385	-0.071849694	4	5	0x4886AE
2,-1_4,-2_7,-3	0.218942063	-0.096827219	0.970664284	0.221229892	-0.096944812	0.970261534	0.005221875	5	0.228010577	-0.099916165	2	7	0x3E6E6C
2,-1_4,-2_7,-4	0.218393121	-0.121402687	0.968107337	0.220575039	-0.123875391	0.967382064	0.001186802	4	0.228012331	-0.128052189	4	8	0x9D1E9C
2,-1_4,-3_5,-4	0.170430152	-0.130682035	0.97641749	0.167741723	-0.135908796	0.976283685	0.002569286	12	0.171816579	-0.139210352	2	33	0xA79A7B
2,-1_4,-3_5,-5	0.169469154	-0.169333172	0.970708703	0.166948301	-0.166936054	0.97164089	0.001208432	9	0.171820991	-0.171808387	4	21	0x99C8AD
2,-1_4,-3_6,-4	0.194373125	-0.130089974	0.971933699	0.194123684	-0.135238067	0.971438756	0.010950121	8	0.199831109	-0.139214198	1	13	0x7811E1
2,-1_4,-3_6,-5	0.193267429	-0.16856151	0.966305363	0.1932092	-0.166119742	0.966864995	0.005150853	6	0.199830588	-0.171812759	2	19	0x04696B
2,-1_4,-3_7,-4	0.218203929	-0.129442536	0.967032777	0.220256343	-0.13448266	0.965995003	0.002462009	4	0.228009816	-0.139216724	2	14	0xC013DC
2,-1_4,-3_7,-5	0.21683527	-0.167653011	0.961534143	0.219231867	-0.165194659	0.961497888	0.001158606	3	0.228010763	-0.171809695	4	1	0x53B6C2
2,-1_5,-1_7,-2	0.226887456	-0.063975421	0.971496566	0.23213138	-0.058834048	0.970728737	0.005239866	6	0.239131047	-0.060608124	1	4	0x7EE018
2,-1_5,-2_7,-2	0.2267139	-0.072361398	0.971026249	0.231982941	-0.069702198	0.970087816	0.002505561	6	0.239136022	-0.071851431	2	11	0x5D8DF5
2,-1_5,-2_7,-3	0.226379369	-0.096727015	0.968898214	0.231450106	-0.096704906	0.967857904	0.010792225	5	0.239136453	-0.09991643	1	17	0x04C315
2,-1_5,-2_7,-4	0.225783337	-0.121248133	0.966361628	0.230768712	-0.123572686	0.964999333	0.002453291	4	0.239138727	-0.128054686	2	18	0xB2D808
2,-1_5,-3_7,-4	0.225531663	-0.129217838	0.965313673	0.230436069	-0.134150123	0.963623343	0.00508749	4	0.239135001	-0.139214273	1	6	0x58D62C
2,-1_5,-3_7,-5	0.224292259	-0.167358281	0.959804059	0.229367799	-0.164797253	0.959158377	0.002393778	3	0.239134437	-0.171814434	2	9	0x886BB7
2,-2_3,-3_4,-4	0.12335612	-0.123444684	0.98447665	0.125991352	-0.12599559	0.983905019	0.00127033	16	0.128052352	-0.128056659	4	49	0xCB4103
2,-2_3,-3_4,-5	0.122598239	-0.162352182	0.978837309	0.125418773	-0.157220966	0.97943312	0.002601604	12	0.128052412	-0.160522411	2	50	0xF6B275
2,-2_3,-3_5,-4	0.162299702	-0.122692587	0.978836515	0.157226178	-0.125418905	0.979432332	0.00260087	12	0.160527862	-0.12805265	2	51	0x090C1F
2,-2_3,-3_5,-5	0.161564903	-0.161457358	0.973244262	0.156520083	-0.156514502	0.975019918	0.005328355	9	0.160530139	-0.160524415	1	26	0x94889A
2,-2_3,-4_4,-5	0.122526343	-0.170538877	0.97752828	0.125198557	-0.167983333	0.977715948	0.001238882	12	0.128052077	-0.171812	4	52	0x1852D8
2,-2_3,-4_4,-6	0.121752463	-0.194428393	0.973076944	0.124576033	-0.194402861	0.972850073	0.005278341	8	0.128052653	-0.199828181	2	30	0xBBA8B9
2,-2_3,-4_4,-7	0.121175839	-0.218267569	0.968164048	0.1238775	-0.220569672	0.967383003	0.001186524	4	0.128054245	-0.228006562	4	31	0xA6F4DA
2,-2_3,-4_5,-5	0.161233638	-0.169582743	0.971992234	0.156251598	-0.167227743	0.973325631	0.002536286	9	0.160533734	-0.171810684	2	25	0xBA75E1
2,-2_3,-4_5,-6	0.160613192	-0.19331213	0.967580204	0.155479088	-0.193544727	0.968523587	0.010811662	6	0.160532062	-0.19983481	1	32	0xC928A6
2,-2_3,-4_5,-7	0.159807073	-0.216975896	0.962766291	0.154611406	-0.219605278	0.963129168	0.002432294	3	0.160530291	-0.228012281	2	15	0x746209
2,-2_3,-5_4,-7	0.121015134	-0.225943175	0.966351514	0.123569814	-0.230758916	0.965002	0.002451202	4	0.128051355	-0.239127915	2	33	0xA79A7B
2,-2_3,-5_5,-7	0.159489789	-0.22461101	0.960996232	0.154236891	-0.229752542	0.960779022	0.005023732	3	0.160533158	-0.239131514	1	13	0x7811E1
2,-2_4,-3_5,-4	0.170555392	-0.122622388	0.977515617	0.167989088	-0.125194959	0.977715485	0.001238712	12	0.171817968	-0.128048457	4	53	0x6D8B3E
2,-2_4,-3_5,-5	0.169762929	-0.161121561	0.971978422	0.167234294	-0.156242335	0.97332608	0.002538219	9	0.171817336	-0.160524143	2	34	0x371036
2,-2_4,-3_6,-4	0.194597994	-0.122106688	0.972995942	0.19440286	-0.124578741	0.9728498	0.005280699	8	0.199828237	-0.128055473	2	29	0xEBD1DD
2,-2_4,-3_6,-5	0.193472436	-0.160450194	0.967568152	0.193542623	-0.155472174	0.968525101	0.010819314	6	0.199832326	-0.160524672	1	28	0xA2ACDF
2,-2_4,-3_7,-4	0.218393121	-0.121402687	0.968107337	0.220575039	-0.123875391	0.967382064	0.001186802	4	0.228012331	-0.128052189	4	30	0xBBA8B9
2,-2_4,-3_7,-5	0.217216933	-0.159611179	0.962741726	0.219603287	-0.154608554	0.96313005	0.002432709	3	0.228010004	-0.160527183	2	16	0xB1DC76
2,-2_4,-4_5,-5	0.169469154	-0.169333172	0.970708703	0.166948301	-0.166936054	0.97164089	0.001208432	9	0.171820991	-0.171808387	4	39	0x6CD583
2,-2_4,-4_5,-6	0.168695844	-0.193044762	0.966330249	0.166125694	-0.193211431	0.966863636	0.005150659	6	0.171819156	-0.199833176	2	35	0xB003BA
2,-2_4,-4_5,-7	0.167885948	-0.216736854	0.961517358	0.165205258	-0.219228723	0.961496853	0.001158394	3	0.171820903	-0.228007739	4	18	0xB2D808
2,-2_4,-4_6,-5	0.193267429	-0.16856151	0.966305363	0.1932092	-0.166119742	0.966864995	0.005150853	6	0.199830588	-0.171812759	2	36	0x12361A
