"posCode	x	y	z	wx	wy	wz	AreaFactor	NumberFactor	wx/wz	wy/wz	SymmetricNumber	color	colorcode"
-1,-1_-2,-2_-3,-4	-0.09870388918687979	-0.12379980453643218	0.987124688433049	-0.09860960821840781	-0.12637877919354631	0.986935376349894	0.005590445315067641	20	-0.09991495956210222	-0.12805172681209248	2.0	5	0x4EEFD6
-1,-1_-2,-2_-4,-2	-0.12426333611645975	-0.07377633063733494	0.989323527851663	-0.12668195589637893	-0.07108656957361822	0.9892994843354433	0.0012982295570483856	24	-0.12805218025710066	-0.07185546004946142	4.0	10	0x4CAB1C
-1,-1_-2,-2_-4,-3	-0.12392246440376979	-0.09868750702829736	0.9871100783473186	-0.12637980437064011	-0.09860778127687708	0.9869354299926691	0.005590587944330226	20	-0.12805275860000168	-0.0999131030057453	2.0	9	0xEC4A13
-1,-1_-2,-2_-4,-4	-0.123674072436888	-0.12350885499588232	0.9844280733860106	-0.12599162159285923	-0.12599240449628732	0.9839053875762643	0.0012701603497743815	16	-0.12805257820899307	-0.1280533739190664	4.0	1	0x4301D5
-1,-1_-2,-3_-2,-4	-0.07345884991819604	-0.1322344027644765	0.9882352375532429	-0.0709798312579102	-0.1375148990115473	0.9878164209814636	0.0026923644911964802	24	-0.07185528581048173	-0.13921098707279717	2.0	18	0x7AD819
-1,-1_-2,-3_-2,-5	-0.0730076501656496	-0.1713202554367229	0.9823285541024566	-0.07063508663258074	-0.16888949897519098	0.9830086745095686	0.0012657136810571548	18	-0.0718560155817762	-0.1718087574959106	4.0	7	0xAF3ED6
-1,-1_-2,-3_-3,-4	-0.09860575880034464	-0.13202185256874888	0.9859921798554498	-0.09846259916584059	-0.13718634663175286	0.9854629428714183	0.01159209127168677	20	-0.09991507025007214	-0.13921005109742896	1.0	19	0x2DCC2F
-1,-1_-2,-3_-3,-5	-0.09807050773288738	-0.17096122331481367	0.9801261328299491	-0.09798607714047383	-0.16849176188078405	0.9806890744174096	0.005450111711530831	15	-0.09991553867231942	-0.17180956357740465	2.0	6	0xF2CEA5
-1,-1_-2,-3_-4,-4	-0.12351280301882557	-0.13163544520647563	0.9833200323403236	-0.12580506053888268	-0.13676790109979783	0.9824464282350639	0.0026338055195436784	16	-0.12805284534942812	-0.13921156123036382	2.0	11	0xCC4719
-1,-1_-2,-3_-4,-5	-0.12273983725128665	-0.17044800436514368	0.9775164415275533	-0.12519998276744426	-0.16798105606022634	0.9777161994541699	0.0012384876530210842	12	-0.1280535014530185	-0.17180962753200285	4.0	2	0xB1FA2B
-1,-1_-3,-1_-4,-1	-0.1325325573033248	-0.025195024148493134	0.990602842612778	-0.13780565914291293	-0.027816399423140535	0.989931292228087	0.002715070297552972	28	-0.13920729673343993	-0.028099323298016773	2.0	5	0x4EEFD6
-1,-1_-3,-1_-4,-2	-0.13228045119820966	-0.06523947433840957	0.9887331018202298	-0.13760450293368698	-0.0599131346104496	0.9884927982554902	0.0056300458989023295	24	-0.13920637881887846	-0.06061059293116285	1.0	15	0x30EEF3
-1,-1_-3,-1_-5,-1	-0.1718821030486624	-0.024959396051948125	0.9846223791584309	-0.16924810932010265	-0.027679309432722822	0.9850922506741323	0.0012764865015182218	21	-0.1718094007990423	-0.028098190208867165	4.0	3	0xBAA309
-1,-1_-3,-1_-5,-2	-0.17162259723932438	-0.06467281439806045	0.9827826302187328	-0.16900545026349806	-0.05962144686408445	0.9836743663542246	0.002647230260554422	18	-0.17181036331146868	-0.060610959178552554	2.0	4	0xAE5524
-1,-1_-3,-2_-4,-2	-0.13222370281134405	-0.0736076023188336	0.9882303406620966	-0.13751172772577705	-0.07097995458464762	0.9878168880351578	0.0026916971437947394	24	-0.1392077108534743	-0.0718553766840655	2.0	18	0x7AD819
-1,-1_-3,-2_-4,-3	-0.13189290027107164	-0.09853902536691571	0.9860177470288549	-0.13718442720648583	-0.0984616416621307	0.9854633384810023	0.011591470442042201	20	-0.13920804747332613	-0.09991405851170468	1.0	20	0x830BE0
-1,-1_-3,-2_-4,-4	-0.13153001547775245	-0.12335078944570553	0.9833571341668461	-0.1367652234610053	-0.12580477723198372	0.982446853685092	0.0026335912164435586	16	-0.13920877546506272	-0.1280525015272821	2.0	21	0xFB4D17
-1,-1_-3,-2_-5,-2	-0.1715260665249225	-0.07305182432803796	0.9822899855007444	-0.16889040586144036	-0.07063430768782337	0.9830085988340478	0.0012656725890170142	18	-0.17180969328423196	-0.07185522870461473	4.0	7	0xAF3ED6
-1,-1_-3,-2_-5,-3	-0.17110697677985898	-0.09788666605576946	0.9801175122469484	-0.1684929145931991	-0.09798466479879636	0.9806890254074199	0.005450777435795062	15	-0.17181074757433937	-0.0999141035131798	2.0	6	0xF2CEA5
-1,-1_-3,-2_-5,-4	-0.17071654127629854	-0.12258935041776764	0.9774891810383445	-0.16798162182588225	-0.12520011196419356	0.977716096321474	0.0012386058277606708	12	-0.17181022431551513	-0.12805364710189618	4.0	3	0xBAA309
-1,-1_-3,-3_-4,-4	-0.1313989326929599	-0.13150753076590913	0.9822420305902798	-0.13656344108654248	-0.13656589146933695	0.9809942041477846	0.00546122991883344	16	-0.1392092231627186	-0.13921172101926466	1.0	13	0x2667FE
-1,-1_-3,-3_-4,-5	-0.13057266152352173	-0.17026772928125544	0.9764604214763161	-0.13590889010586446	-0.16773560962887074	0.9762846949638264	0.0025680871543015083	12	-0.1392103049519794	-0.17181013949530954	2.0	8	0x8D0817
-1,-1_-3,-3_-5,-4	-0.17049716698311612	-0.13071455869660037	0.9763990016322339	-0.16773627727940632	-0.13591127190692986	0.9762842442290035	0.0025685547864323015	12	-0.17181090268630927	-0.13921280888258364	2.0	12	0x286C61
-1,-1_-3,-3_-5,-5	-0.16950065421430424	-0.16932054266894045	0.9707028890602077	-0.16693933231058053	-0.16693869982096865	0.9716419651812875	0.001208077184167783	9	-0.17181157081809784	-0.17181091986884436	4.0	4	0xAE5524
-1,-2_-1,-3_-1,-4	-0.024996378532931317	-0.12461404265058666	0.9917098045823292	-0.027855987470443443	-0.1269535550635045	0.9914235379874535	0.0013092036644421392	28	-0.028096959980383238	-0.12805178634472877	4.0	12	0x286C61
-1,-2_-1,-3_-1,-5	-0.024820999406536943	-0.16368677894360192	0.9859463514203021	-0.027727351814339544	-0.15840908028293227	0.9868487352773814	0.002680815453112484	21	-0.028096861072174347	-0.160520122912664	2.0	11	0xCC4719
-1,-2_-1,-3_-2,-4	-0.0652275839111147	-0.12414085902517635	0.9898604481069279	-0.060002269104973735	-0.12676874228338952	0.9899783529425772	0.002715695265541415	24	-0.06060967790520377	-0.12805203457892442	2.0	22	0x2FD42B
-1,-2_-1,-3_-2,-5	-0.0648788391949635	-0.16319755684141363	0.9841274493727997	-0.059727139852524196	-0.15818144666887748	0.9854231960293663	0.005560926167873291	18	-0.060610649407469686	-0.16052133469787286	1.0	16	0x621955
-1,-2_-1,-4_-1,-5	-0.024861378658016228	-0.1718441325084666	0.9846318963103186	-0.027677759216849198	-0.16924858489045733	0.985092222280465	0.001276004749194483	21	-0.0280966173428675	-0.17180988851850934	4.0	13	0x2667FE
-1,-2_-1,-4_-1,-6	-0.02470337450274285	-0.19574490306054743	0.9800851218652983	-0.027538412270624507	-0.19585615596989026	0.980115399431639	0.0054368398456935965	14	-0.028097112122300916	-0.19982968952785118	2.0	5	0x4EEFD6
-1,-2_-1,-4_-1,-7	-0.024577152979918145	-0.21972363002927506	0.9750773915827126	-0.027382014892049816	-0.22220004274929409	0.9745256748992813	0.0012222147591147922	7	-0.028097787054076114	-0.22800840293126068	4.0	1	0x4301D5
-1,-2_-1,-4_-2,-5	-0.06469300239135066	-0.17137032070943262	0.9828252067758388	-0.059621473260293205	-0.16900399503307023	0.9836745786361627	0.002647008865031553	18	-0.060610972932691534	-0.17180884685196351	2.0	20	0x830BE0
-1,-2_-1,-4_-2,-6	-0.06443190503204822	-0.1954777717961773	0.9782551532700025	-0.059320646484203945	-0.19557663412175588	0.9787190854774822	0.011277957681907017	12	-0.06061049320935998	-0.1998291818600237	1.0	14	0xD7D52B
-1,-2_-1,-4_-2,-7	-0.06413121732894995	-0.21939734622375098	0.9732743789084106	-0.058983060898827946	-0.22188696747229839	0.9731530557504224	0.0025356554948178386	6	-0.06061026120227783	-0.22800829341402606	2.0	3	0xBAA309
-1,-2_-1,-5_-1,-7	-0.02452257285431544	-0.22754283972627964	0.9732114476248656	-0.02731279419559887	-0.23245239710341506	0.972092238704203	0.002524078117768279	7	-0.028096916226804533	-0.23912586465382507	2.0	6	0xF2CEA5
-1,-2_-1,-5_-2,-7	-0.06399639395690766	-0.22710435525424502	0.971443176468555	-0.05883776819696058	-0.23212653752049037	0.9707297206702897	0.005236312544422811	6	-0.06061189530318804	-0.2391258169783931	1.0	8	0x8D0817
-1,-2_-2,-3_-2,-4	-0.07354682078758627	-0.12397136041308825	0.989375419533181	-0.07108603217500249	-0.12668225064295474	0.9892994995737759	0.0012984824631305306	24	-0.07185491573141277	-0.12805247621931862	4.0	23	0x2A7D81
-1,-2_-2,-3_-2,-5	-0.07313726538290684	-0.16306776158709127	0.9836461798508062	-0.07076042311333074	-0.15807363949907696	0.9847537613920235	0.0026590167167618336	18	-0.07185595616644871	-0.16052098067198847	2.0	24	0xA8C2A1
-1,-2_-2,-3_-3,-4	-0.09870388918687979	-0.12379980453643218	0.987124688433049	-0.0986096082184079	-0.1263787791935466	0.986935376349895	0.0055904453150676355	20	-0.09991495956210222	-0.12805172681209265	2.0	25	0x0B4160
-1,-2_-2,-3_-3,-5	-0.09818146692590182	-0.1627502929868069	0.9814352789782065	-0.09815883995223097	-0.15769932679144485	0.9824219633946955	0.011449514369588238	15	-0.09991515215422248	-0.16052097028299842	1.0	26	0x488250
-1,-2_-2,-3_-4,-4	-0.123674072436888	-0.12350885499588232	0.9844280733860106	-0.12599162159285937	-0.1259924044962874	0.9839053875762647	0.0012701603497743811	16	-0.12805257820899318	-0.12805337391906643	4.0	27	0xE96605
-1,-2_-2,-3_-4,-5	-0.12293632465422245	-0.16232071659860453	0.9787992725201321	-0.12542003192724688	-0.15722051539572368	0.9794331443302449	0.0026016323623303307	12	-0.12805369376488837	-0.16052194711384213	2.0	28	0x9B82A6
-1,-2_-2,-4_-2,-5	-0.0730076501656496	-0.1713202554367229	0.9823285541024566	-0.07063508663258078	-0.16888949897519107	0.9830086745095683	0.0012657136810571565	18	-0.07185601558177628	-0.17180875749591074	4.0	29	0x573F35
-1,-2_-2,-4_-2,-6	-0.0726931792216797	-0.19538149221483916	0.9777720253621971	-0.07027972317226672	-0.19544611760636585	0.9780630480341814	0.005392536554601521	12	-0.07185602534879794	-0.19982977375456001	2.0	17	0x72C291
-1,-2_-2,-4_-2,-7	-0.07234262146200926	-0.21928000323023916	0.972801099040128	-0.06988066726452798	-0.22174031160739713	0.972508144912282	0.0012123660233787914	6	-0.07185612545263675	-0.22800869356975678	4.0	9	0xEC4A13
-1,-2_-2,-4_-3,-5	-0.09807050773288738	-0.17096122331481367	0.9801261328299491	-0.09798607714047385	-0.16849176188078405	0.9806890744174112	0.0054501117115308365	15	-0.09991553867231928	-0.17180956357740437	2.0	30	0xA3BAE7
-1,-2_-2,-4_-3,-6	-0.09763208646653775	-0.19493237025772753	0.9756087094543328	-0.09749670476996188	-0.19499046671148193	0.9757779958895381	0.023223207947882903	10	-0.0999168921421332	-0.19983076840518918	1.0	12	0x286C61
-1,-2_-2,-4_-3,-7	-0.09712195668991198	-0.21875201059229374	0.9706807899971323	-0.09694647145430159	-0.22122842217718125	0.9702617506256659	0.005221849575878378	5	-0.09991785349859086	-0.2280090110060752	2.0	10	0x4CAB1C
-1,-2_-2,-4_-4,-5	-0.12273983725128665	-0.17044800436514368	0.9775164415275533	-0.12519998276744418	-0.1679810560602263	0.9777161994541698	0.0012384876530210861	12	-0.12805350145301841	-0.17180962753200285	4.0	31	0xE2C4BB
-1,-2_-2,-4_-4,-6	-0.1222175103640917	-0.19440390350709724	0.9730238021931904	-0.12457729607478372	-0.194406290309419	0.9728492802215577	0.005277718779907636	8	-0.12805405586198548	-0.19983186939825326	2.0	15	0x30EEF3
-1,-2_-2,-4_-4,-7	-0.12161929556562075	-0.21820222277196108	0.9681234116112317	-0.1238779219501097	-0.22057260990338245	0.967382336518803	0.0011868791649358322	4	-0.1280547693230513	-0.22800975537462193	4.0	1	0x4301D5
-1,-2_-2,-5_-2,-7	-0.07220437541230879	-0.22696810389303537	0.9709759781711591	-0.06970704669738012	-0.2319751410296554	0.970089384778151	0.0025039633368239504	6	-0.07185631323377625	-0.23912759449759946	2.0	18	0x7AD819
-1,-2_-2,-5_-3,-7	-0.09692634565299718	-0.2264873798247168	0.9688533306635073	-0.09670685473173149	-0.231442022335758	0.9678596833408379	0.010784742119523363	5	-0.09991825922319729	-0.2391276610849945	1.0	11	0xCC4719
-1,-2_-2,-5_-4,-7	-0.12135651770686742	-0.22590677840273893	0.9663165358868417	-0.1235733303707231	-0.23075979492093543	0.9650014028960937	0.0024514492272971525	4	-0.12805507846917485	-0.23912897352107004	2.0	5	0x4EEFD6
-1,-2_-3,-3_-4,-4	-0.13153001547775245	-0.12335078944570553	0.9833571341668461	-0.13676522346100528	-0.12580477723198363	0.9824468536850915	0.0026335912164435595	16	-0.13920877546506277	-0.12805250152728206	2.0	32	0xD1B9D2
-1,-2_-3,-3_-4,-5	-0.13078358183801098	-0.16214316921490013	0.9777390144951771	-0.13614640219791654	-0.15699021552952652	0.9779941626303531	0.005394585974343141	12	-0.13920983110138974	-0.1605226508789125	1.0	33	0x51AA9D
-1,-2_-3,-3_-5,-4	-0.17071654127629854	-0.12258935041776764	0.9774891810383445	-0.1679816218258823	-0.12520011196419353	0.9777160963214736	0.0012386058277606717	12	-0.17181022431551526	-0.1280536471018962	4.0	14	0xD7D52B
-1,-2_-3,-3_-5,-5	-0.169734545711239	-0.16118913282756286	0.9719700890890328	-0.16722870267119966	-0.15624221640515193	0.9733270112949164	0.0025375510424801425	9	-0.17181142692086418	-0.16052386771562718	2.0	10	0x4CAB1C
-1,-2_-3,-4_-4,-5	-0.13057266152352173	-0.17026772928125544	0.9764604214763161	-0.13590889010586446	-0.1677356096288709	0.9762846949638263	0.0025680871543015127	12	-0.13921030495197942	-0.17181013949530974	2.0	34	0x785742
-1,-2_-3,-4_-4,-6	-0.13002083278059212	-0.19419204152880587	0.9719825216653797	-0.13523548110495595	-0.19412480719487685	0.9714389385713019	0.010944734969754526	8	-0.1392115095817007	-0.19983222772640427	1.0	22	0x2FD42B
-1,-2_-3,-4_-4,-7	-0.12936364641668974	-0.21797886756579207	0.9670982689908003	-0.1344791461429004	-0.2202565923607931	0.9659955162550686	0.0024614587012996188	4	-0.13921301277281656	-0.2280099531048288	2.0	16	0x621955
-1,-2_-3,-4_-5,-5	-0.16950065421430424	-0.16932054266894045	0.9707028890602077	-0.16693933231058058	-0.16693869982096843	0.9716419651812871	0.001208077184167785	9	-0.17181157081809798	-0.1718109198688442	4.0	7	0xAF3ED6
-1,-2_-3,-4_-5,-6	-0.16874312898984792	-0.19304804543373244	0.9663192178963961	-0.1661194967550862	-0.1932122444854818	0.9668644810410935	0.005149481080646009	6	-0.1718125962970666	-0.1998338425644058	2.0	9	0xEC4A13
-1,-2_-3,-4_-5,-7	-0.1679132855260892	-0.2167085386937568	0.9615174895092282	-0.16519820808803254	-0.21923194464020096	0.9614973115232319	0.0011583503597189264	3	-0.17181348934436513	-0.22801098038733708	4.0	3	0xBAA309
-1,-2_-3,-5_-4,-7	-0.12909961033668027	-0.2256824607208456	0.9652940146624277	-0.13414960020027616	-0.23043111711041703	0.9636246631699141	0.0050841425394959625	4	-0.13921353959432836	-0.23912953447289004	1.0	13	0x2667FE
-1,-2_-3,-5_-5,-7	-0.1675869727048449	-0.22437178577722502	0.9597444131544481	-0.16479678262930983	-0.22936514505193525	0.9591591398615533	0.0023927994431660634	3	-0.17181380626065543	-0.23913148039755136	2.0	6	0xF2CEA5
-1,-3_-1,-5_-1,-7	-0.024577152979918145	-0.21972363002927506	0.9750773915827126	-0.0273820148920498	-0.2222000427492939	0.9745256748992807	0.0012222147591147954	7	-0.028097787054076118	-0.22800840293126062	4.0	15	0x30EEF3
-1,-3_-1,-5_-2,-7	-0.06413121732894995	-0.21939734622375098	0.9732743789084106	-0.05898306089882795	-0.22188696747229864	0.9731530557504238	0.0025356554948178425	6	-0.060610261202277756	-0.228008293414026	2.0	19	0x2DCC2F
-1,-3_-2,-5_-2,-7	-0.07234262146200926	-0.21928000323023916	0.972801099040128	-0.06988066726452796	-0.22174031160739727	0.9725081449122825	0.0012123660233787938	6	-0.0718561254526367	-0.22800869356975678	4.0	21	0xFB4D17
-1,-3_-2,-5_-3,-7	-0.09712195668991198	-0.21875201059229374	0.9706807899971323	-0.09694647145430166	-0.2212284221771812	0.9702617506256659	0.005221849575878389	5	-0.09991785349859093	-0.22800901100607515	2.0	23	0x2A7D81
-1,-3_-2,-5_-4,-7	-0.12161929556562075	-0.21820222277196108	0.9681234116112317	-0.12387792195010963	-0.22057260990338223	0.9673823365188029	0.0011868791649358348	4	-0.12805476932305124	-0.2280097553746217	4.0	25	0x0B4160
-1,-3_-3,-5_-4,-7	-0.12936364641668974	-0.21797886756579207	0.9670982689908003	-0.13447914614290063	-0.22025659236079323	0.9659955162550693	0.0024614587012996196	4	-0.1392130127728167	-0.2280099531048288	2.0	20	0x830BE0
-1,-3_-3,-5_-5,-7	-0.1679132855260892	-0.2167085386937568	0.9615174895092282	-0.16519820808803265	-0.2192319446402011	0.9614973115232327	0.0011583503597189277	3	-0.1718134893443651	-0.22801098038733703	4.0	14	0xD7D52B
-1,0_-1,-1_-1,-1	-0.02517615499957227	-0.03393761390425777	0.9988422811675371	-0.02806015576664532	-0.03924734308055366	0.9986956221097226	0.002812068451656038	49	-0.028096804617375667	-0.03929860330982978	2.0	10	0x4CAB1C
-1,0_-1,-1_-1,-2	-0.02512339639322488	-0.0741251398035253	0.996749128868615	-0.0280112774900638	-0.07163430671582051	0.9969427665303237	0.0013389107179366303	42	-0.028097177120359588	-0.07185398111180501	4.0	19	0x2DCC2F
-1,0_-1,-1_-2,-1	-0.06561368319638992	-0.03371181335516082	0.9969350944123924	-0.06044020333131492	-0.039189212662452955	0.9972185315478512	0.005832431155933654	42	-0.06060878475403133	-0.039298520256763274	1.0	20	0x830BE0
-1,0_-1,-1_-2,-2	-0.06550064266363616	-0.07407974015527027	0.9948386882193198	-0.0603332415068109	-0.07152791839858814	0.995473564962479	0.0027769774337745527	36	-0.060607577770369986	-0.07185315704619856	2.0	21	0xFB4D17
-1,0_-1,0_-1,-1	-0.02518471682417777	-0.02519502414849333	0.9991819641898249	-0.02807209735747232	-0.02807231542012291	0.9991163672260446	0.0013502430697390738	49	-0.028096924721003155	-0.028097142976511467	4.0	15	0x30EEF3
-1,0_-1,0_-1,0	-0.02519057586668931	2.574794681214976e-14	0.9994144166587416	-0.028081936153755926	6.215354410067294e-08	0.9994691553511237	0.005880278301855216	56	-0.028096851216874677	6.218655550089264e-08	2.0	8	0x8D0817
-1,0_-1,0_-1,1	-0.02518471682417773	0.025195024148545637	0.9991819641898217	-0.028072097259230825	0.028072382086731115	0.9991163654552717	0.0013502696172709185	49	-0.02809692467247205	0.028097209751878353	4.0	4	0xAE5524
-1,0_-1,0_-2,-1	-0.06571451874123224	-0.025195024148493114	0.9972591380757154	-0.06046534304185411	-0.028031727913187924	0.9976373882926172	0.0028005709464519364	42	-0.06060853748207661	-0.028098112843547452	2.0	22	0x2FD42B
-1,0_-1,0_-2,0	-0.06572980674949563	2.630634461954582e-14	0.9974911432130217	-0.06048629435565459	6.197143990995381e-08	0.9979886643378431	0.012195910513471507	48	-0.060608197785279184	6.209633648601744e-08	1.0	14	0xD7D52B
-1,0_-1,0_-2,1	-0.06571451874123214	0.025195024148544933	0.9972591380757144	-0.0604653427121796	0.02803179439480464	0.9976373865448604	0.00280062592961755	42	-0.06060853725780121	0.028098179531831472	2.0	2	0xB1FA2B
-1,0_-1,1_-1,1	-0.025176154999572237	0.03393761390430803	0.9988422811675316	-0.02806015556373362	0.03924747213795686	0.9986956174142226	0.0028121457891403163	49	-0.028096804546299804	0.039298732720560677	2.0	5	0x4EEFD6
-1,0_-1,1_-1,2	-0.025123396393224827	0.07412513980357478	0.9967491288686101	-0.028011277225214022	0.07163437286500729	0.9969427616862969	0.0013389780406539915	42	-0.028097176991218473	0.07185404781297577	4.0	1	0x4301D5
-1,0_-1,1_-2,1	-0.06561368319638888	0.03371181335521155	0.9969350944123886	-0.06044020273688536	0.03918934133092689	0.9972185268985118	0.005832591321333862	42	-0.06060878444052056	0.039298649467345126	1.0	7	0xAF3ED6
-1,0_-1,1_-2,2	-0.0655006426636362	0.07407974015532254	0.9948386882193244	-0.06033324063095092	0.07152798435606561	0.9954735601809641	0.002777116856436185	36	-0.06060757718164119	0.07185322364871524	2.0	3	0xBAA309
-1,0_-2,-1_-2,-1	-0.07404370257383	-0.033630147898583596	0.9964257513080093	-0.07160518410445176	-0.03916249927172716	0.9965246735910829	0.0027885562747097165	42	-0.07185490334766609	-0.03929907638975051	2.0	24	0xA8C2A1
-1,0_-2,-1_-2,-2	-0.07386359264558641	-0.07406343400508372	0.9943313240499235	-0.0714791683792022	-0.07147805142279119	0.9947833718493274	0.001327606953943762	36	-0.07185400399920297	-0.07185288118549035	4.0	26	0x488250
