#BID	CID	GID	Eff%	Sta	UCL%	UCH%
9	1	129	0.95894057	755	0.036393726	0.036393726
9	2	130	0.957575764	660	0.038924947	0.038924947
9	3	131	0.971902704	783	0.035737084	0.028097296
9	4	132	0.963788372	718	0.037319669	0.036211628
9	5	133	0.978134001	686	0.038180177	0.021865999
9	6	134	0.947200253	625	0.04	0.04
9	7	135	0.952380917	630	0.039840954	0.039840954
9	8	136	0.970027413	734	0.036910674	0.029972587
9	9	137	0.97667214	643	0.03943615	0.02332786
9	10	138	0.98285702	700	0.037796447	0.01714298
9	11	139	0.960235763	679	0.038376478	0.038376478
9	12	140	0.961479602	649	0.039253434	0.038520398
9	13	141	0.975227825	767	0.036107907	0.024772175
9	14	142	0.974789852	714	0.037424059	0.025210148
9	15	143	0.960444841	809	0.035158128	0.035158128
13	0	192	0.932203	236	0.0650945	0.0650945
13	1	193	0.974545	275	0.0603023	0.0254545
13	2	194	0.986667	300	0.057735	0.0133333
13	3	195	0.929825	228	0.0662266	0.0662266
13	4	196	1	271	0.0607457	0
13	5	197	0.945736	258	0.0622573	0.0542636
13	6	198	0.955882	272	0.0606339	0.0441176
13	7	199	0.903766	239	0.0646846	0.0646846
13	8	200	1	197	0.071247	0
13	9	201	0.975265	283	0.0594438	0.024735
13	10	202	0.987854	247	0.0636285	0.0121458
13	11	203	0.982699	289	0.0588235	0.017301
13	12	204	0.981413	269	0.0609711	0.0185874
13	13	205	0.963855	249	0.0633724	0.0361446
13	14	206	0.942308	208	0.0693375	0.0576923
13	15	207	0.97973	296	0.0581238	0.0202703
4	0	48	0.954839	310	0.0567962	0.0451613
4	1	49	0.951613	248	0.0635001	0.0483871
4	2	50	0.980769	208	0.0693375	0.0192308
4	3	51	0.989247	279	0.0598684	0.0107527
4	4	52	0.980519	308	0.0569803	0.0194805
4	5	53	0.988235	255	0.0626224	0.0117647
4	6	54	0.927757	263	0.0616626	0.0616626
4	7	55	0.986046	215	0.0681994	0.0139535
4	8	56	0.958802	267	0.061199	0.0411985
4	9	57	0.989091	275	0.0603023	0.0109091
4	10	58	0.96	225	0.0666667	0.04
4	11	59	0.995556	225	0.0666667	0.00444442
4	12	60	0.971609	317	0.0561656	0.0283912
4	13	61	0.954545	264	0.0615457	0.0454546
4	14	62	0.978417	278	0.059976	0.0215827
4	15	63	0.945148	237	0.064957	0.0548523
8	0	112	0.938596805	570	0.041885391	0.041885391
8	1	113	0.944881772	508	0.044367825	0.044367825
8	2	114	0.970238125	504	0.04454354	0.029761875
8	3	115	0.960072481	551	0.042601432	0.039927519
8	4	116	0.958498166	506	0.044455422	0.041501834
8	5	117	0.964210585	475	0.045883147	0.035789415
8	6	118	0.980246585	405	0.049690399	0.019753415
8	7	119	0.977178307	482	0.045548752	0.022821693
8	8	120	0.955188684	424	0.048564293	0.044811316
8	9	121	0.961770543	497	0.04485613	0.038229457
8	10	122	0.965936669	411	0.049326362	0.034063331
8	11	123	0.976833986	518	0.043937478	0.023166014
8	12	124	0.962876856	431	0.048168305	0.037123144
8	13	125	0.966942223	484	0.045454545	0.033057777
8	14	126	0.954274583	503	0.044587796	0.044587796
8	15	127	0.946564727	524	0.043685203	0.043685203
12	0	176	0.948581511	564	0.042107596	0.042107596
12	1	177	0.977596633	491	0.045129368	0.022403367
12	2	178	0.949514573	515	0.044065265	0.044065265
12	3	179	0.965328367	548	0.042717883	0.034671633
12	4	180	0.939922717	516	0.044022545	0.044022545
12	5	181	0.952183148	481	0.045596075	0.045596075
12	6	182	0.940758339	422	0.048679238	0.048679238
12	7	183	0.971133773	485	0.045407661	0.028866227
12	8	184	0.955188736	424	0.048564293	0.044811264
12	9	185	0.961770602	497	0.04485613	0.038229398
12	10	186	0.949760488	418	0.048911599	0.048911599
12	11	187	0.967495382	523	0.043726947	0.032504618
12	12	188	0.926339395	448	0.047245559	0.047245559
12	13	189	0.93041735	503	0.044587796	0.044587796
12	14	190	0.96000012	500	0.04472136	0.03999988
12	15	191	0.9556838	519	0.043895128	0.043895128
16	0	240	0.970492	305	0.0572598	0.0295082
16	1	241	0.995781	237	0.064957	0.00421941
16	2	242	0.966825	211	0.0688428	0.0331753
16	3	243	0.971831	284	0.0593391	0.028169
16	4	244	0.974194	310	0.0567962	0.0258064
16	5	245	0.988235	255	0.0626224	0.0117647
16	6	246	0.964427	253	0.0628695	0.0355731
16	7	247	0.950673	223	0.066965	0.0493274
16	8	248	0.962406	266	0.0613139	0.037594
16	9	249	0.971429	280	0.0597614	0.0285714
16	10	250	0.972973	222	0.0671156	0.027027
16	11	251	0.953192	235	0.0652328	0.0468085
16	12	252	0.993548	310	0.0567962	0.00645161
16	13	253	0.976744	258	0.0622573	0.0232558
16	14	254	0.947735	287	0.0590281	0.0522648
16	15	255	0.973913	230	0.065938	0.026087
2	0	16	0.952381	315	0.0563436	0.047619
2	1	17	0.960526	304	0.0573539	0.0394737
2	2	18	0.939024	328	0.0552158	0.0552158
2	3	19	0.957747	284	0.0593391	0.0422535
2	4	20	0.987692	325	0.05547	0.0123077
2	5	21	0.972549	255	0.0626224	0.027451
2	6	22	0.973684	304	0.0573539	0.0263158
2	7	23	0.973913	230	0.065938	0.026087
2	8	24	0.943089	246	0.0637577	0.0569106
2	9	25	0.964539	282	0.0595491	0.035461
2	10	26	0.968421	285	0.0592349	0.031579
2	11	27	0.962656	241	0.0644157	0.0373444
2	12	28	0.957143	280	0.0597614	0.0428572
2	13	29	0.992806	278	0.059976	0.00719422
2	14	30	0.980066	301	0.057639	0.0199336
2	15	31	0.960289	277	0.0600842	0.0397112
6	0	80	0.967033146	728	0.037062466	0.032966854
6	1	81	0.966443007	596	0.040961596	0.033556993
6	2	82	0.958823553	680	0.038348249	0.038348249
6	3	83	0.963157724	760	0.036273813	0.036273813
6	4	84	0.973545003	756	0.036369648	0.026454997
6	5	85	0.964102929	780	0.035805744	0.035805744
6	6	86	0.978260868	736	0.036860489	0.021739132
6	7	87	0.973684109	608	0.040555355	0.026315891
6	8	88	0.953757527	692	0.038014296	0.038014296
6	9	89	0.96985608	763	0.036202431	0.03014392
6	10	90	0.971428543	700	0.037796447	0.028571457
6	11	91	0.974281498	661	0.038895492	0.025718502
6	12	92	0.956152537	707	0.037608871	0.037608871
6	13	93	0.973821804	764	0.03617873	0.026178196
6	14	94	0.947674494	688	0.038124643	0.038124643
6	15	95	0.967930035	686	0.038180177	0.032069965
10	0	144	0.969696828	726	0.037113481	0.030303172
10	1	145	0.935064925	616	0.040291148	0.040291148
10	2	146	0.971683666	671	0.038604572	0.028316334
10	3	147	0.965699116	758	0.036321636	0.034300884
10	4	148	0.974834166	755	0.036393726	0.025165834
10	5	149	0.976623377	770	0.036037499	0.023376623
10	6	150	0.975609772	738	0.036810509	0.024390228
10	7	151	0.964169319	614	0.040356716	0.035830681
10	8	152	0.962099242	686	0.038180177	0.037900758
10	9	153	0.953608402	776	0.035897908	0.035897908
10	10	154	0.959097536	709	0.037555788	0.037555788
10	11	155	0.947058676	680	0.038348249	0.038348249
10	12	156	0.96159275	703	0.037715714	0.037715714
10	13	157	0.961240075	774	0.035944258	0.035944258
10	14	158	0.974588692	669	0.038662234	0.025411308
10	15	159	0.960925967	691	0.038041793	0.038041793
14	0	208	0.967742	310	0.0567962	0.0322581
14	1	209	0.986486	296	0.0581238	0.0135135
14	2	210	0.993548	310	0.0567962	0.00645161
14	3	211	0.985507	276	0.0601929	0.0144928
14	4	212	0.993808	323	0.0556415	0.00619197
14	5	213	0.950192	261	0.0618984	0.0498084
14	6	214	0.970492	305	0.0572598	0.0295082
14	7	215	0.933333	240	0.0645497	0.0645497
14	8	216	0.962656	241	0.0644157	0.0373444
14	9	217	0.947735	287	0.0590281	0.0522648
14	10	218	0.951724	290	0.058722	0.0482759
14	11	219	0.987234	235	0.0652328	0.0127659
14	12	220	0.964029	278	0.059976	0.0359712
14	13	221	0.955017	289	0.0588235	0.0449827
14	14	222	0.957792	308	0.0569803	0.0422078
14	15	223	0.953405	279	0.0598684	0.046595
